Email,Phone,Address,Website
,+421 31 775 44 03,Administratívna budova 1236,
otofon@otofon.sk,+421 55 643 09 10,Cottbuská 13,http://www.otofon.sk/
,+421 33 558 30 27,Križovany nad Dudváhom  572,
optika.snv@gmail.com,+421 948 013 915,Duklianska 32,http://www.optikairis.sk
,+421 2 4319 1600,Nerudova 11,
,+421 951 206 913,Národná trieda 27,https://gynekolog.business.site/
,+421 904 826 978,Nitrianska 3,http://www.markani.sk
opke22@primaoptic.sk,+421 55 642 19 41,Toriská 5,http://www.primaoptic.sk
edo@demax.sk,+421 53 442 66 57,Agátová 12,http://www.gynekolog.sk
juraj@selecky.sk,+421 56 668 42 90,M. R. Štefánika 3544/30,
,,Námestie Ľ. Štúra  2357,
dplhran@dplhranno.sk,+421 05 667 90 01,Hraň 447,
,,Hviezdoslavova  1742/10,
,,Sotinská  1588,
,+421 2 4487 3765,Hubeného  2,
,+421 53 449 94 85,Huta 79,
,,M. Rázusa 1,
lekaren.kvacalova@sunlight.sk,+421 2 2071 8427,Kvačalova 53,
info@zilpo.sk,+421 41 562 70 59,Vysokoškolákov 31,http://www.zilpo.sk
,+421 55 674 12 45,Spišské námestie č. 4,
adosnadej@mail.t-com.sk,+421 52 451 21 94,Hviezdoslavova 27,
,,"Fatranská 12 ,  PK",
,+421 57 762 11 04,Sládkovičova  300,
,,Hviezdoslavova  1,
biorezonancianitra@gmail.com,+421 911 700 710,Štefániková trieda 84,
,+421 32 658 57 75,Bánovská 829,
,,J.Simora  1,
,+421 41 439 51 40,Stará Bystrica  536,
,,Hodská  373/38,
,+421 2 5263 7939,Špitálska 7,
,+421 33 794 12 45,Gorkého  1970/32,
,+421 2 6867 2557,Antolská 11,http://www.unb.sk/493-sk/chirurgicka-ambulancia/
levaitrans@centrum.sk,+421 949 741 405,Agátová 375/25,
,+421 905 181 825,Letná 40,
,+421 915 767 541,Heyrovského 12,http://www.zubnaprax-sokolova.sk
kiss1@chello.sk,+421 902 610 557,Poštová 2,
,+421 53 489 72 22,055 66 Smolník č.1,
tilia@tilialekaren.sk,+421 42 432 63 03,Centrum 32/37,http://www.tilialekaren.sk
peter.stastny@pobox.sk,+421 34 621 39 21,Staromyjavská 59,
ardentum@ardentum.sk,+421 2 6381 1763,Mánesovo nám. 5,http://ardentum.zubnatechnika.sk
,,Tomášikova 8,
slenderko@pobox.sk,+421 46 543 04 29,F. Madvu 33,http://www.energyslenderlife.sk
,,Bernolákova  24,
bakovad@stonline.sk,+421 47 438 15 61,Hlavná 2,
,+421 57 442 21 22,Školská 654,
osobna.preprava07101@gmail.com,+421 907 117 929,Severná 34,http://www.osobnapreprava07101.tym.sk
,+421 53 429 74 20,Letná 27,
,,Ružinovská 10,
nleknsnv@post.sk,+421 53 442 53 93,Jánskeho 1,http://www.nspsnv.sk
,+421 2 6446 2342,M. Sch. Trnavského 8,
,+421 58 483 33 33,Litovelská 25,
office@sportmed.sk,+421 902 901 034,Daxnerovo nám. 5,http://www.sportmed.sk
,+421 2 5937 1109,Vlčie hrdlo 49,
,,Nám. Ľ. Štúra	2/2	,
laser@spinn.sk,+421 915 719 999,Maroša Madačova 5341/1A,http://www.spinn.sk
salve@mail.t-com.sk,+421 41 724 86 33,A. Rudnaya 3619,
hontmedik@hontmedik.eu,+421 45 532 26 40,29. augusta 6,http://www.hontmedik.eu
,+421 58 732 42 50,Špitálska 1,
,,Moravská  1211/31,
,+421 51 458 36 32,Hlavná 79,
,,Matičná  15,
,,Komárňanská  123/A5,
s.herkova@centrum.sk,+421 48 412 63 10,T. Vansovej 2,
,,Tamaškovičova  17,
lekarenaviona@stonline.sk,+421 55 799 49 09,Tolstého 18,
,+421 55 678 59 47,Rastislavova 45,
,+421 911 235 724,Mierová  1435/35,
,+421 31 591 64 31,Hlavná  75,
medicentrum@dzurilla.com,+421 37 793 02 60,Fatranská 5,https://www.dzurilla.com
,+421 51 794 11 60,Kapušany  267/7,
,,Dr. Clementisa  17,
,,Bernolákova  24,
,+421 55 632 55 15,Komenského 37/A,
,,Nám. Ľ. Štúra č. 1,http://www.clearskin2.sk
tvklein@azet.sk,+421 2 4552 3695,Geologická 8,http://www.sklolabservis.webnode.sk
,,Pod Hájkom  2006/37,
,,Slovenská  11,
,+421 56 642 20 82,Nad Laborcom 24,
,+421 34 772 21 30,Záhorácka ul.	30/46,http://www.leksev.sk
,,853,
,+421 33 794 12 55,Podzámska  4155/41A,
,+421 911 175 008,Pavla Mudroňa  12,http://www.imunomt.sk
,,ul. Mieru 3,
,,Hlavná  35,
lekaren.comedika@gmail.com,+421 915 787 486,Továrenská 1409,
,+421 85 088 89 99,Jelačičova 7,http://www.procare.sk
,+421 2 3904 9201,Jelačičova 7,http://www.procare.sk/prosanus
,,Dolná 49/21,
,,Čajkovského  46,
info@synlab.sk,+421 2 3266 0700,Limbová 5,http://www.synlab.sk
andreaambulancia@gmail.com,+421 910 429 336,Mýtna 146/5,http://www.andrea-ambulancia.sk
,,Puškinova  1439,
drmax-rk1@drmax.sk,+421 44 321 99 40,Bystrická cesta 4800,
,,Vysokoškolákov 31,
,+421 2 5477 6488,Dúbravská cesta 9,http://www.diasan.sk
,+421 56 638 22 25,ul. Zoltána Fábryho 20,
,,Duklianskych hrdinov 34,
info@bunkovavyziva.sk,+421 905 346 475,Mlynárska 18,http://www.bunkovavyziva.sk
,,Komárňanská  104,
,+421 907 934 322,Rázusova 1,
paul@pobox.sk,+421 38 760 89 89,Hviezdoslavova  23/3,
,+421 2 5954 1112,Limbova 5,
help.cmzmatka@gmail.com,+421 2 6231 2287,Haanova  7,http://www.cmzmatka.sk
marian.snv@centrum.sk,+421 910 910 499,Teplička 152,http://www.emptrans.eu
,,Dunajská 8,
kdrotarova@nemocnicasaca.sk,+421 55 672 34 91,Lúčna 57,http://www.nemocnicasaca.sk
,+421 46 540 02 82,SNP 583,
,,Zdravotné stredisko  Seredská  40,
,+421 51 777 52 09,Vajanského 1,http://www.adla.sk
gmoptik@gmail.com,+421 47 438 24 05,Hlavná 24,http://www.ocna-optika-gmoptik.sk
,+421 31 789 33 93,Kuzmányho 6,
jciganak@hotmail.com,+421 46 543 80 13,Svätopluka 90/14,
gabriela.timarova@kr.unb.sk,+421 2 5954 2369,Limbová 5,
kardiologia@probios.sk,+421 2 5556 4568,Ružová dolina 21,http://www.probios.sk
,+421 2 2170 3050,Vyšehradská 12,
,,Párovská  40,
,+421 46 541 99 00,Dlhá  341/22,
harris@harris.sk,+421 2 6224 5607,Haanova 26,http://www.harris.sk
,,Nám. A. Hlinku 1107/23,
veterina@gbely.sk,+421 34 662 43 80,Obrancov mieru 1399,
,+421 915 083 602,Dr. Alexandra 58,
,4413752,Námestie L. Svobodu 1,
,+421 2 6381 5392,Antolská  3721/4,
,+421 903 405 074,Nová 399/3,
,+421 949 350 567,Aleja slobody  2672,
,,Parkova  2,
recepcia-radl@falck.sk,+421 2 2086 8777,"Falck Healthcare, Radlinského 27",
bstj@seznam.cz,+421 33 550 14 30,Starohájska 2,
,+421 56 679 14 34,Hlavná 295,
doktor@schwartzdent.sk,+421 910 547 515,Belehradská 21,www.schwartzdent.sk
,+421 32 778 74 55,Malinovského  425,
,+421 53 489 44 21,Obchodná 126/5,
,,Rastislavova 98,
,, Hlavná  9 ,
buryova@ruvzzh.sk,+421 45 678 20 62,Sládkovičova 484/9,
,+421 41 511 01 11,ul. Vojtecha Spanyola 43,
,,Jablonica  733,
,+421 35 770 05 00,Petofiho 17,
,,Pribinova  5,
,+421 44 432 31 62,Štiavnička,
,,SNP  42/A,
,+421 2 6285 9486,Balkánska 53,
,+421 51 771 85 13,Prostejovská 39,
,4668267,Jasov č. 177,
info@bullypetklinika.sk,+421 2 5273 1251,Odborárske nám. 4,http://www.bullypetklinika.sk
ambulancia@gogadentcare.sk,+421 2 2090 7112,Trnavská cesta 74 D,http://www.gogadentcare.sk
,,Hlavná  5599/3A,
ortopedikaskalica@gmail.com,+421 34 651 14 06,Hurbanova 7,
,,Jesenského  85,
,+421 949 182 990,J. D. Matejovie 542,
,+421 45 673 55 33,SNP  600/96,
,+421 2 5788 7221,Námestie SNP 10,
,+421 33 230 04 91,Holubyho 37,
info@fokusoptika.sk,+421 32 771 25 73,Námestie slobody 4,https://fokusoptika.sk/
,+421 44 520 92 24,J. D. Matejovie 542,
medaco@medaco.sk,+421 2 6241 1482,Gessayova 10-12	,
,+421 57 770 67 23,1. mája 21,
lekmarta@mail.telekom.sk,+421 2 4425 7559,Račianska 85,
urologiarr@gmail.com,+421 58 732 96 35,Nám. 1. mája 11,
,+421 37 654 55 38,Čajkovského  2,
,,Jahodná  303/1,
,+421 2 5296 2064,"Prievozská 4/D, Blok E",
,,Pevnostný rad  18,
valiskova.l@gmail.com,+421 64 964 45 ,Vinohradská  57,
jancikova.gerda@centrum.sk,+421 54 472 26 64,Pod  Kalváriou 3,
,Klapka 785,Ružinovská 6,
vilihorv@gmail.com,+421 31 558 40 16,Baka 460,
esterakubicova@gmail.com,+421 2 6428 7951,M. Sch. Trnavského 8,
,+421 2 6596 7045,Hlavná  89,
,,Nemocničná  1,
,+421 48 431 21 70,Horná 60,
,,Námestie Hrdinov  13,
dccentrum@gmail.com,+421 917 082 192,Syslia 42,
ilb@ilb.sk,+421 908 349 453,Kukorelliho 334/16,
beata.juhosova@gmail.com,+421 31 552 05 85,Hlavná 3A,
,+421 2 5556 7967,Rešetkova  3,
,+421 2 4592 2307,Námestie 1. mája 6,
dr.vadkerti@gmail.com,+421 35 640 41 18,Nitrianska cesta 21,
,+421 35 650 08 84,SNP 2,
,,Záhradnícka  4,
,+421 44 437 23 42,Dielnice  867/1,
,+421 55 720 26 11,Strojárenská 1,
adrianamorvayova@gmail.com,+421 37 694 22 25,Špitálska 13,
,+421 910 371 384,Bratislavská 49,http://www.fedgyn.sk
,,Nábrežie I.Krasku 4,
lunaoptik@lunaoptik.sk,+421 907 349 835,Nám. Oceliarov 23,http://www.lunaoptik.sk
h-kontipro@stonline.sk,+421 41 516 62 70,Kragujevská 4,http://www.h-kontipro.sk
bimbova.zuzana@gmail.com,+421 948 710 003,Spišské námestie 4,
krajcovicova.optika@gmail.com,+421 948 496 965,Železničná 8A,http://www.optika-krajcovicova.eu
tjesensky.alfakardio@gmail.com,+421 905 209 733,Rožňavská cesta 15,
,+421 51 104 94 ,Vojtecha Spanyola 43,
ntjuh@hzs.sk,+421 48 619 53 26,Bystrá č.98,
,+421 911 835 655,J. Volka-Starohorského  14,
,+421 949 277 199,Kysucká 14,http://www.lekarentroja.sk
drstanko@drstanko.sk,+421 37 229 44 80,Staničná 6,http://www.drstanko.sk
,,Považská 1388/11,
,+421 2 5937 1775,Limbová 1,http://www.dfnsp.sk
info@ostertag-dental.sk,+421 911 908 999,Lovinského 23,http://www.ostertag-dental.sk
,+421 41 700 37 25,Martinčekova 116	,
kozakova@nedu.sk,+421 44 430 62 16,Ľubochňa 144,
,+421 33 690 27 38,Vajanského 1,
info@proinfantibus.sk,+421 44 432 16 90,Klačno 4,http://www.proinfantibus.sk
,+421 58 777 18 05,Špitálska 1,
,+421 46 540 66 00,M. Gorkého 316/1,
ortoped@ortoped.sk,+421 911 660 464,Pri starej prachárni	14	,http://www.clinicaorthopedica.sk
objednavanie@snop.sk,+421 2 5542 1802,Záhradnícka 42,http://www.snop.sk
,+421 57 770 61 90,1.mája  6205/25,
,,Budkovce 118,
,,Čsl. Armády 11,
,,Drieňová 22,
,,Fatranská 12,
,+421 41 562 70 56,Vysokoškolákov  31,
,+421 41 763 43 20,Komenského 38,
zubar.kubin@gmail.com,+421 43 586 64 79,Nemocničná  1944/10,
eva.fundarkova@gmail.com,+421 2 5443 5067,Gorkého 1,
oravcova@za.psg.sk,+421 41 564 09 63,Žilinská cesta,http://www.peknetelo.sk
info@optikakala.sk,+421 2 6476 1216,Eisnerova 50,http://www.optikakala.sk
mvdr.domko@zoznam.sk,+421 903 437 175,Starý most 13,http://www.trivet.host.sk
info@fokusoptika.sk,+421 53 441 26 40,Letná 37,https://fokusoptika.sk/
drmax-nz3@drmax.sk,+421 35 321 99 40,Bitúnková 12,
,+421 2 3914 3205,Šancová  110,http://www.novapharm.sk
,+421 55 699 98 17,Poľná 10,
,+421 55 674 93 19,Spišské nám. 4,
,,Rekreačná  2,
ambulanciakp@gmail.com,+421 909 136 694,Nám.J.Herdu 1,http://www.psycholog-tt.sk
,+421 38 762 41 11,Hviezdoslavova 23/3,http://www.nemocnicabn.sk
,Klapka 749,Ružinovská 6,
,,ul. Mieru 3,
,,J. Kollára  1958/15,
,+421 2 5729 0111,Mickiewiczova 13,
,,Školská  37,
info@peknyusmev.sk,+421 2 4425 0270,Boldocká cesta 2,http://www.peknyusmev.sk
,+421 2 2071 4355,Šafárikovo námestie 2	,
,,Nám. Sv. Michala  9C,
,+421 37 651 89 36,Rínok ZS,
,,Bernolákova  24,
,+421 42 462 57 28, Ľ. Štúra  6/6 ,
,+421 44 552 40 20,Kuzmányho  15,
,+421 43 424 11 46,Československej armády 3,
wodentsro@gmail.com,+421 948 348 185,Trenčianska 15,http://www.facebook.com/wodentsro
,+421 53 441 14 66,Šafárikovo námestie 3,
drmax-ma1@drmax.sk,+421 901 961 054,Brnianska ,
,+421 57 445 04 65,1.mája  6205/25,
,+421 47 542 43 61,Francisciho nám. 372,
krankas@krankas.sk,+421 41 507 15 12,Bratislavská 1,http://www.krankas.sk
opza31@primaoptic.sk,+421 41 500 10 13,Vysokoškolákov 25,http://www.primaoptic.sk
,,Starohájska ulica  2,
darinamedisk@centrum.sk,+421 2 6026 4122,Líščie údolie 57,
,+421 34 774 70 18,SNP	60,
,+421 41 511 07 73,ul. Vojtecha Spanyola 43,
janickovae@stonline.sk,+421 53 454 17 00,Mariánske nám. 22,
,,Zdravotnícka  903,
,+421 56 649 54 58,ul. Tichá 51,
tomas.lipsic@ousa.sk,+421 2 3224 9526,Heydukova 10,http://www.ousa.sk/sk/
,+421 36 756 51 80,Jesenského 85,
,,K dolnej stanici 18,
,+421 907 226 769,Záhradnícka 4,
,+421 2 6867 2549,Antolská 11,http://www.unb.sk
,+421 44 556 34 24,Palúčanská  25,http://www.nsplm.sk
,+421 905 254 358,Sídlisko Dušana Jurkoviča  416/30,
,+421 55 674 12 40,Spišské námestie č. 4,
info@mysmile.sk,+421 905 368 916,Košická 58,http://www.mysmile.sk
,+421 34 628 32 30,č. 36,
,+421 51 452 17 62,Námestie slobody 50,
lenka.michelle@gmail.com,+421 907 298 726,Drieňová 1/J,http://www.studiomichelle.sk
,+421 33 558 34 09,Majcichov  39,
kupele@sunflowers.sk,+421 54 474 24 50,Hurbanova 18,http://www.sunflowers.sk
,+421 58 794 14 42,ul. Nová 814,
,+421 33 647 52 85,Kalinčiakova 2,
,,Hlavná  7,
,,ObZS Hviezdosvavova  416/41,
,+421 55 633 51 19,Hroncova 5,
,+421 919 296 806,MIchalská 7,
andrea.vankova@zanet.sk,+421 918 247 269,V. Spanyola 39,
,+421 47 482 40 10,Banícka 14,http://www.univet.sk
renata.e@centrum.sk,+421 47 438 17 94,Biskupická 24,
a3clinic@a3clinic.eu,+421 944 285 883,Štefánikova 8,http://www.a3clinic.eu
,+421 44 381 10 40,Jánošíkovo nábrežie  1212,
,,Kollárova  1,
,,Poľovnícka  ,
info@mercator.sk,+421 2 6353 2160,Jasovská 3/A,http://www.mercator.sk
,+421 55 671 60 69,"ZZ Východ, Maršala Koneva 1",
,+421 04 143 27 12,Palárikova 2311,
,,Trenčianska Cesta 1167/A,
,+421 2 4564 3192,Kazanská 50,
,,J. Simora  7,
,+421 41 511 02 25,ul. Vojtecha Spanyola 43,
,,Nábrežný rad  3,
slavka.lietavova@nsmas.sk,+421 2 3261 2080,Satinského 1,http://www.nsmas.sk
,+421 2 3301 4959,Rezedová 5,
,+421 43 552 24 44,Červeného kríža 62/30,
machalova.cosmederm@gmail.com,+421 903 611 565,Sabinovská 78,
sn.poradna@uvzsr.sk,+421 53 417 02 43,Mickiewiczova č. 6,
,+421 903 399 223,Radlinského  471,
,+421 2 6026 4171,Líščie údolie 57,
,+421 46 543 94 29,Janka Kráľa 15,
,+421 918 898 799,Záporožská 12,https://www.zaporozska.sk
info@zilpo.sk,+421 41 562 70 74,Vysokoškolákov 31,http://www.zilpo.sk
,,Vajanského 4,
,+421 907 799 234,Šafárikova 85,
,,OZS-Nitrianska  134,
,+421 33 557 33 79,Hlavná  183/16,
recepcia-radl@falck.sk,+421 2 2086 8777,"Falck Healthcare, Radlinského 27",
ambulancia@mdm-psychiatria.sk,+421 33 595 33 41,Starohájska 2,http://www.mdm-psychiatria.sk
lekarenpb@stonline.sk,45526612,Učiteľská 22,
dunajskastreda@orosoptik.sk,+421 31 550 18 19,Hlavná 2,http://www.orosoptik.sk
,+421 33 647 50 93,Vajanského 1,
,+421 948 672 211,Lipnická 3153,
ocel@naex.sk,+421 905 524 190,Sládkovičova 58,http://www.horehronie.sk
milan.macak@zoznam.sk,+421 36 631 32 86,Na Bašte 2,
ilava@vistamet.sk,+421 910 345 181,Ľ. Štúra 3,www.Vistamet.sk
erich.tittl@gmail.com,+421 948 088 812,Čajkovského 47,http://www.agency-tittl.com
,,Eötvösa  37,
poradova@poradova.sk,+421 51 770 73 13,Zemplínska 9,
,,Holice,
banskabystrica@update.sk,,Horná 3,http://www.update.sk
,,Bitúnková  13,
,,Ulica Mozartova  3,
jokra@stonline.sk,+421 42 460 53 20,Pod Lachovcom 1727/55,
,+421 904 620 430,Konkolyho 6,
kuhnelova.v@stonline.sk,486115039,Kiepka č. 7,
rehabilitaciapp@gmail.com,+421 911 945 018,Mnoheľova 2,http://www.rehabilitaciapp.sk/
chlebovcova.ados@gmail.com,+421 905 729 324,ObZS Švábovce 126 ,
info@vacufit.sk,+421 903 704 813,G. Švéniho 3F/2,http://www.vacufit.sk
zubnapohotovosttt@gmail.com,+421 948 131 080,Piešťanská 3,http://zubnapohotovosttt.sk/
,+421 907 237 889,Dolnočermánska 23,http://www.veterinanitra.sk
,,Námestie republiky  15,
info,434289051,Severná 14,https://www.stolicky-stoly.sk
,+421 2 5556 5871,Tehelná 26,
,+421 904 711 141,Lichnerova	23	,http://www.zdravyusmevplus.eu
,+421 910 853 646,Šancová 110,
,+421 48 282 01 08,Banisko 1,http://www.nspbr.sk
,+421 53 416 61 02,Chrapčiakova 1,
beata.valachova@zoznam.sk,+421 33 550 29 45,Starohájska 2,
csontosdent@post.sk,+421 2 4552 0752,Bebravská,
,+421 32 656 62 84,Legionárska 28	,
,,Hodžova  30,
,+421 55 677 08 82,Srbská 1,
eugeniabellova@yahoo.com,+421 43 413 43 91,Kollárova 26,
,+421 58 732 26 93,Jovická 8,
,+421 944 303 970,Mickiewiczova 3,http://www.euromedsolutions.sk
arianaomsenie@mail.t-com.sk,+421 32 659 70 62,Omšenie 331,
,+421 03 764 23 23,Nám. A. Hlinku  28,
slavkazacharova@gmail.com,+421 903 230 852,Rezedová 5,http://www.logopediaruzinov.sk
,,Bešeňov,
neuramb@nspsk.sk,+421 54 786 01 11,MUDr. Pribulu 412/4,
,,Bitúnkova  13,
,+421 32 770 81 46,Mýtna 146/7  ,
,+421 45 544 29 01,SNP 9,
,,G. Czuczora  1,
,+421 55 640 35 64,Trieda SNP 1,
,,Kostolecká  175/4,
,+421 43 438 82 07,Košťany nad Turcom,
,+421 43 428 49 89,K. Kaloczaya 12,
,,Hviezdoslavova 1,
,+421 45 520 12 22,Kuzmányho nábrežie 28,http://www.vasezdravie.com
,+421 915 964 497,Biela 262/2,
,+421 36 637 93 58,SNP 19,
monika.drobenova@gmail.com,+421 918 260 252,Hlavná 32,
recepcia@medante.com,+421 2 6224 0043,Podpriehradná 3A,http://www.medante.sk
,,Pri Sýpke 1213/5,
,,Nemocničná 8,
,+421 43 530 72 11,Mieru  438/15,
drmax-vk1@drmax.sk,+421 47 321 44 09,Nemocničná 1,
,+421 2 5937 1854,Limbová 1,http://www.dkc-sr.sk
,,ObZS SNP  38,
,+421 34 698 30 55,Sotinská 1588,https://www.poliklinikase.sk/
,,Bernolákova  24,
,+421 2 5937 1545,Limbová 1,http://www.dkc-sr.sk
,+421 905 477 464,Lazaretská 3/A,
,,Jánošíkova 7/B	,http://www.podotech.sk
,+421 55 694 10 26,Ruskov súp. č. 97,
,+421 36 756 51 15,Poliklinika Štúrovo Jesenského  85,
,+421 57 486 53 61,"M.R.Štefánika, 187/177B",
,+421 32 743 73 46,Michala Chrásteka  647/11,
ruvzrs@uvzsr.sk,+421 47 563 11 21,ul. S. Tomášika 14,
,+421 38 749 22 14,Hrnčírikova 228/12 ,
sinuhes.r.o@gmail.com,+421 31 789 54 24,Vinárska 129/22,
oliva-import@oliva-import.sk,+421 2 4598 7075,Alžbetin dvor 70,http://www.oliva-import.sk
,+421 32 743 68 60,Nábrežná  1635/4,
,,Slovenská  11,
,+421 46 541 31 21,Š. Králika 20429/26,
rafajko@gmail.com,+421 48 414 22 72,Horná ul. 67,http://www.rkzlbb.sk
,,G. Czuczora  1,
,+421 55 611 66 32,Poštová 15,http://www.caderm.sk
bratislava@yesvisage.sk,+421 917 227 777,Michalská 9,http://www.yesvisage.sk
,,ObZS,
,,Oravská Lesná  300,
kontakt@optigemini.sk,+421 903 736 626,Šturova 69,https://www.optigemini.sk/
,+421 34 651 61 31,Hurbanova  2827/2A,
,,Nábrežná  1,
,Klapka 673,Ružinovská 6,
,+421 55 678 23 35,"Rooseveltova 18, 040 01 Košice ",
info@assiduo.sk,+421 2 3810 8511,Cintorínska 3/b,http://www.assiduo.sk/
,+421 35 659 34 15,Námestie Sv. Jána  2,
,+421 55 644 45 28,Cottbuská 13,
,+421 53 442 85 52,Agátová 12,
,+421 55 643 54 27,Cottbuská 13,
krupa@oravet.sk,+421 908 694 614,Slanická 465/31,http://www.oravet.sk
,,Špitálska  13,
,+421 41 511 02 61,Vojtecha Spanyola  43,
,+421 36 759 22 54,Železničná  2,
,+421 32 286 21 12,Piešťanská 1184/24,
,,Hurbanova  485,
,,Nad Laborcom 20,
,,Šopornianská  413,
,,Mnoheľova 2,
kaprysovadanka@gmail.com,+421 903 882 269,Zámocká 8	,
,,Štítnická 8,
,,Prietrž  244,
,+421 04 353 93 22,Bernolákova  24/18,
,+421 46 541 19 59,M. Falešníka 20428/6   ,
,,OAZIS časť Balvany  642,
,,SNP  19,
vasinova@smartchoice.sk,+421 948 750 534,Kopčianská 10,
milan.trizma@centrum.sk,+421 38 532 53 22,Lipová 2074,
,,Tyršova  11,
amomed.ambulancia@gmail.com,+421 948 696 259,Drieňová 38,
,,"T. Vansovej 2 , SOU  Obchodné",
drmax-sa2@drmax.sk,+421 31 321 44 13,Hlavná 14,
,,Starohájska ulica  2,
,+421 918 668 805,Súš 2491,http://www.zdravtech.sk
,+421 45 674 25 55,Dolná 49/21,
,+421 915 355 118,Podhora 47,
,,Hlavná,
,+421 33 640 54 33,Holubyho  41,
,+421 33 690 27 14,Vajanského  1,
info@portcentrum.sk,+421 903 518 173,J.Martinku 877,http://www.portcentrum.sk
,+421 35 691 28 97,Slovenská 11/A,
,,Škultétyho 7,
,,Duklianskych hrdinov 34,
,+421 46 541 54 32,Janka Kráľa 573/15,
,+421 33 762 47 72,A. Hlinku  2,
secretaryintegra@stonline.sk,+421 56 642 17 14,A. Hrehovčíka 1,
,,Jánošíkovo nábrežie  1,
lek.pod.terasou@gmail.com,+421 33 300 00 43,Hollého 1,
,+421 32 777 33 33,119,
,,Toryská 1,
ambulancia@psycholog.eu.sk,+421 948 282 383,Letná 18,http://www.psycholog.eu.sk
,+421 41 425 43 06,Slovenských dobrovoľníkov  984,
kovmar@post.sk,+421 948 583 131,Eötvösova 21,
mtvrdon@stonline.sk,+421 2 5954 2865,Limbova 5,http://www.atlasofprosthodontics.sk
,+421 52 446 88 28,Okružná 761/25,http://www.neurotatry.eu
,+421 38 766 35 71,Radlinského  471,
,+421 2 5788 7100,Lipnická  3153/2A,http://www.milosrdni.eu
,346969447,Koreszkova 7,
sekretariat@nemocnicapp.sk,+421 52 712 51 11,Banícka 803/28,http://www.nemocnicapp.sk/
,+421 37 651 96 01,Kláštorská  134,
ilehotak@stonline.sk,+421 918 183 911,Pod Tobolou 1,http://www.sadul.sk
bajvet@bajvet.sk,+421 2 5556 9094,Bajzova 4,http://www.bajvet.sk
radozamborsky@gmail.com,+421 2 5937 1578,Limbová 1,
,+421 34 778 04 09,Hlavná  342/89,
,+421 55 685 28 87,"Pri Hornáde 11, 040 18 Košice",
,,Ružinovská 10,http://www.ruzinovskapoliklinika.sk
,+421 53 418 62 61,Banícka štvrť 1,
,+421 2 4342 2059,Babuškova  3106/2,
,+421 57 762 11 41,Strojárska  524/10,
,+421 42 443 36 20,Gagarinova 773/5,
vibrafitness@gmail.com,+421 918 478 534,Kossuthova 6,http://www.fitmasaz.sk
,+421 908 912 800,Sidónie Sakalovej	190/,
,+421 03 376 23 86,Alexandra Dubčeka  20,
info@vickywall.sk,+421 2 4463 1087,Riazanská 59,http://www.vickywall.sk
,,Nemocničná 986,
,+421 32 774 03 42,Piešťanská 1184/24   ,
,+421 53 429 70 26,Štúrova 6,
info@genespro.net,+421 907 831 777,Strečnianska 13,
,+421 2 3815 0653,Teslova 33,
,+421 41 723 39 26,Hečkova  3814/5,
,,Letomostie  2,
,,Partizánska 5/A,
,+421 32 652 63 54,K dolnej stanici 18,
jbalcarkova@psg.sk,+421 42 443 13 52,Gagarinova 773/5,
,+421 902 954 974,A. Hlinku 1442/11,
,+421 38 531 80 16,Horné Obdokovce  395,
sagitta@slovanet.sk,+421 35 640 18 85,Komárňanská 14,
,+421 35 778 92 79,Zdravotné  stredisko,
,+421 44 556 33 16,Palúčanská  25,http://www.nsplm.sk
,,ObZS Golianovo  319,
,+421 33 554 37 16,Rajčurská 12,
,,ZŠ,
,+421 33 550 41 42,Starohájska  2/A,
,,Podjavorinskej  11,
,+421 33 595 34 53,Starohájska ulica  2,
ds.zv@uvzsr.sk,+421 31 552 77 70,Veľkoblahovská č. 1067,
,+421 55 671 63 71,Maurerova 21,
,+421 42 461 35 55,T. Vansovej  1344/44,
dusan.taborsky@gmail.com,+421 2 4524 3461,Učiteľská 20,
esmedika@pobox.sk,+421 2 5293 1877,Tehelná  3120/26,
,+421 56 642 04 56,Námestie slobody 1,
,+421 35 691 43 84,Slovenská 11/a,
,+421 51 452 35 20,SNP 6,
ambulancia@mudrmariaspanova.sk,+421 36 773 81 12,Veľké Ludince 557,
,+421 32 658 24 04,K dolnej stanici 18,
,+421 2 6867 2443,Antolská 11,http://www.unb.sk
,,Nová 257,
,+421 42 434 03 73,Mládežnícka  2174,
,,Kyjevské námestie č. 8,
adosdovera@gmail.com,+421 37 741 32 07,"Koceľova 29, poliklinika Párovce",http://www.adosdovera.sk
,+421 2 5788 7225,Námestie SNP 10,http://www.milosrdni.sk
mudrhorvath@gmail.com,+421 47 438 27 22,Biskupická 32,http://www.gynekologfilakovo.sk/
ados.bardejov@charita-ke.sk,+421 903 982 141,Pri štadióne 23,http://www.charita-ke.sk
,+421 34 668 25 35,Hviezdoslavova 10,
,+421 56 688 84 11,Továrenská 2,
,+421 911 532 732,Cementárska	164,
,+421 911 941 904,Ľ. Štúra	2454	,
,,Starohájska ulica  2,
,,Veľký Grob  268,
po.deveckova@uvzsr.sk,+421 51 773 42 67,Hollého 5,
,+421 43 586 41 00,Aleja Slobody 1905/7,
info@sanomaslovakia.sk,+421 2 3215 0111,Kutlíkova 17,http://www.sanoma.sk
,,I. Krasku  10,
,,Školská  1,
ffice@familydentalcare.sk,+421 903 616 313,Poštová  55,https://www.familydentalcare.sk/
drmax-tn7@drmax.sk,+421 32 321 44 29,Gen. Svobodu 1,
